Smiles	ID	ID_1	origSmiles_1	rdk.fr_C_O_noCOO	rdk.Chi4v	rdk.fr_Ar_COO	rdk.fr_SH	rdk.Chi4n	rdk.SMR_VSA10	rdk.fr_para_hydroxylation	rdk.fr_barbitur	rdk.fr_halogen	rdk.fr_dihydropyridine	rdk.fr_priamide	rdk.fr_Al_COO	rdk.fr_guanido	rdk.fr_furan	rdk.fr_morpholine	rdk.fr_nitroso	rdk.fr_COO2	rdk.fr_amidine	rdk.SMR_VSA7	rdk.fr_benzodiazepine	rdk.fr_Imine	rdk.MolWt	rdk.fr_hdrzine	rdk.fr_urea	rdk.fr_Ar_NH	rdk.fr_quatN	rdk.fr_phos_ester	rdk.fr_benzene	rdk.fr_phos_acid	rdk.fr_sulfone	rdk.VSA_EState10	rdk.fr_aniline	rdk.fr_N_O	rdk.fr_sulfonamd	rdk.fr_thiazole	rdk.TPSA	rdk.EState_VSA8	rdk.PEOE_VSA14	rdk.PEOE_VSA13	rdk.PEOE_VSA12	rdk.PEOE_VSA11	rdk.PEOE_VSA10	rdk.BalabanJ	rdk.fr_lactone	rdk.EState_VSA10	rdk.EState_VSA11	rdk.HeavyAtomMolWt	rdk.fr_nitro_arom	rdk.Chi0	rdk.Chi1	rdk.MolLogP	rdk.fr_nitro	rdk.fr_Al_OH	rdk.fr_azo	rdk.fr_C_O	rdk.fr_ether	rdk.fr_phenol_noOrthoHbond	rdk.fr_alkyl_halide	rdk.NumValenceElectrons	rdk.fr_aryl_methyl	rdk.fr_Ndealkylation2	rdk.fr_term_acetylene	rdk.HallKierAlpha	rdk.fr_C_S	rdk.fr_thiocyan	rdk.fr_ketone_Topliss	rdk.VSA_EState4	rdk.VSA_EState5	rdk.VSA_EState6	rdk.VSA_EState7	rdk.VSA_EState1	rdk.VSA_EState2	rdk.VSA_EState3	rdk.fr_HOCCN	rdk.fr_NH2	rdk.SlogP_VSA12	rdk.EState_VSA9	rdk.SlogP_VSA10	rdk.SlogP_VSA11	rdk.fr_COO	rdk.NHOHCount	rdk.fr_unbrch_alkane	rdk.fr_methoxy	rdk.fr_thiophene	rdk.SlogP_VSA8	rdk.SlogP_VSA9	rdk.SlogP_VSA4	rdk.SlogP_VSA5	rdk.SlogP_VSA6	rdk.SlogP_VSA7	rdk.SlogP_VSA1	rdk.SlogP_VSA2	rdk.SlogP_VSA3	rdk.NumRadicalElectrons	rdk.fr_piperzine	rdk.fr_nitrile	rdk.NumHeteroatoms	rdk.fr_NH1	rdk.fr_NH0	rdk.BertzCT	rdk.LabuteASA	rdk.fr_amide	rdk.Chi3n	rdk.fr_imidazole	rdk.SMR_VSA3	rdk.SMR_VSA2	rdk.SMR_VSA1	rdk.Kappa1	rdk.SMR_VSA6	rdk.Kappa3	rdk.Kappa2	rdk.EState_VSA6	rdk.Chi3v	rdk.SMR_VSA9	rdk.SMR_VSA8	rdk.EState_VSA2	rdk.EState_VSA3	rdk.fr_Ndealkylation1	rdk.EState_VSA1	rdk.fr_ketone	rdk.SMR_VSA5	rdk.Ipc	rdk.fr_diazo	rdk.SMR_VSA4	rdk.fr_Ar_N	rdk.fr_Nhpyrrole	rdk.EState_VSA7	rdk.fr_ester	rdk.EState_VSA4	rdk.NumHDonors	rdk.fr_prisulfonamd	rdk.fr_oxime	rdk.EState_VSA5	rdk.fr_isocyan	rdk.Chi2n	rdk.Chi2v	rdk.HeavyAtomCount	rdk.fr_azide	rdk.NumHAcceptors	rdk.fr_lactam	rdk.fr_allylic_oxid	rdk.VSA_EState8	rdk.fr_oxazole	rdk.VSA_EState9	rdk.fr_piperdine	rdk.fr_Ar_OH	rdk.fr_sulfide	rdk.fr_alkyl_carbamate	rdk.NOCount	rdk.Chi1n	rdk.PEOE_VSA8	rdk.PEOE_VSA7	rdk.PEOE_VSA6	rdk.PEOE_VSA5	rdk.PEOE_VSA4	rdk.PEOE_VSA3	rdk.PEOE_VSA2	rdk.PEOE_VSA1	rdk.fr_imide	rdk.Chi1v	rdk.fr_Al_OH_noTert	rdk.fr_epoxide	rdk.fr_hdrzone	rdk.fr_isothiocyan	rdk.fr_bicyclic	rdk.Chi0n	rdk.fr_phenol	rdk.MolMR	rdk.PEOE_VSA9	rdk.fr_aldehyde	rdk.fr_pyridine	rdk.fr_tetrazole	rdk.RingCount	rdk.fr_nitro_arom_nonortho	rdk.Chi0v	rdk.fr_ArN	rdk.NumRotatableBonds	BioActivity_1	c#BioActivity
CCN(CC)S(=O)(=O)N1CCN(c2ncnc3[nH]ccc23)CC2(CC2)C1	LEO37368A	LEO37368A	CCN(CC)S(=O)(=O)N1CCN(c2ncnc3[nH]ccc23)CC2(CC2)C1	0.000	5.643	0.000	0.000	3.914	27.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	378.502	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	-3.415	1.000	0.000	0.000	0.000	85.430	19.852	0.000	10.209	0.000	0.000	17.792	1.640	0.000	8.418	0.000	352.294	0.000	18.364	12.488	0.965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	142.000	0.000	0.000	0.000	-1.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.818	0.000	0.000	1.000	0.000	0.000	0.000	11.033	0.000	5.415	26.689	18.591	0.000	4.900	71.249	10.209	0.000	0.000	0.000	9.000	1.000	5.000	887.545	153.940	0.000	5.480	0.000	23.562	0.000	8.418	17.691	44.168	2.974	6.470	14.938	7.613	0.000	0.000	5.415	32.724	0.000	10.209	0.000	26.689	1248970.500	0.000	5.415	3.000	1.000	26.111	0.000	36.238	1.000	0.000	0.000	0.000	0.000	7.284	9.213	26.000	0.000	5.000	0.000	0.000	29.299	0.000	31.783	0.000	0.000	0.000	0.000	8.000	9.272	50.880	18.908	13.847	0.000	17.028	9.968	0.000	9.884	0.000	10.669	0.000	0.000	0.000	0.000	1.000	15.350	0.000	101.615	5.386	0.000	0.000	0.000	4.000	0.000	16.166	0.000	5.000	Inactive	Inactive
CC(=O)Nc1ccccc1NC(=O)c1ccc(Br)cc1	LEO154336A	LEO154336A	CC(=O)Nc1ccccc1NC(=O)c1ccc(Br)cc1	2.000	1.951	0.000	0.000	1.687	39.119	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	58.567	0.000	0.000	333.185	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	58.200	26.564	0.000	5.907	5.907	0.000	0.000	2.190	0.000	9.589	0.000	320.081	0.000	14.535	9.559	3.660	0.000	0.000	0.000	2.000	0.000	0.000	0.000	102.000	0.000	0.000	0.000	-2.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.930	0.000	11.375	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	17.282	53.004	0.000	10.634	11.814	4.795	0.000	0.000	0.000	5.000	2.000	0.000	638.577	124.874	2.000	2.592	0.000	0.000	0.000	9.589	14.273	10.634	3.677	6.342	48.531	3.121	0.000	0.000	11.814	16.938	0.000	0.000	0.000	6.924	31745.541	0.000	0.000	0.000	0.000	0.000	0.000	4.473	2.000	0.000	0.000	6.924	0.000	4.188	5.103	20.000	0.000	2.000	0.000	0.000	0.910	0.000	45.519	0.000	0.000	0.000	0.000	4.000	5.996	16.960	36.398	28.063	0.000	0.000	0.000	9.589	10.634	0.000	6.789	0.000	0.000	0.000	0.000	0.000	10.813	0.000	82.841	11.375	0.000	0.000	0.000	2.000	0.000	12.399	0.000	5.000	Inactive	Inactive
CCN(CC)c1ccc(C(=O)Nc2ccc(NC(C)=O)cc2)cc1	LEO154484A	LEO154484A	CCN(CC)c1ccc(C(=O)Nc2ccc(NC(C)=O)cc2)cc1	2.000	2.456	0.000	0.000	2.456	28.877	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	54.094	0.000	0.000	325.412	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	61.440	29.381	0.000	5.907	5.907	0.000	0.000	2.024	0.000	9.589	0.000	302.228	0.000	17.527	11.528	3.743	0.000	0.000	0.000	2.000	0.000	0.000	0.000	126.000	0.000	0.000	0.000	-2.820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.062	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	31.129	48.531	0.000	15.533	24.904	4.795	0.000	0.000	0.000	5.000	2.000	1.000	689.557	142.226	2.000	3.721	0.000	0.000	0.000	9.589	17.533	28.623	4.586	8.150	24.265	3.721	0.000	0.000	11.814	16.938	0.000	0.000	0.000	20.771	228398.156	0.000	0.000	0.000	0.000	24.265	0.000	18.777	2.000	0.000	0.000	6.924	0.000	5.432	5.432	24.000	0.000	3.000	0.000	0.000	0.000	0.000	56.000	0.000	0.000	0.000	0.000	5.000	8.071	42.639	62.378	0.000	0.000	0.000	0.000	9.589	15.533	0.000	8.071	0.000	0.000	0.000	0.000	0.000	14.297	0.000	98.702	0.000	0.000	0.000	0.000	2.000	0.000	14.297	0.000	8.000	Inactive	Inactive
CCN(CC(=O)NC(C)(C)C)CC(O)c1ccccc1Cl	LEO154451A	LEO154451A	CCN(CC(=O)NC(C)(C)C)CC(O)c1ccccc1Cl	1.000	2.316	0.000	0.000	2.055	17.508	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.852	0.000	0.000	312.841	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.081	0.000	0.000	0.000	0.000	52.570	5.317	0.000	0.000	5.907	0.000	0.000	2.618	0.000	9.901	0.000	287.641	0.000	16.044	9.725	2.610	0.000	1.000	0.000	1.000	0.000	0.000	0.000	118.000	0.000	0.000	0.000	-1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.601	11.601	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	39.362	24.265	5.023	5.317	41.087	4.795	0.000	0.000	0.000	5.000	1.000	1.000	471.590	131.650	1.000	3.024	0.000	10.217	0.000	9.901	17.950	19.634	6.463	7.780	12.133	3.368	0.000	0.000	17.991	23.676	1.000	6.104	0.000	39.338	25595.158	0.000	0.000	0.000	0.000	44.728	0.000	0.000	2.000	0.000	0.000	0.000	0.000	6.163	6.570	21.000	0.000	3.000	0.000	0.000	0.000	0.000	43.614	0.000	0.000	0.000	0.000	4.000	7.185	22.670	33.382	36.724	0.000	0.000	0.000	9.694	10.423	0.000	7.563	1.000	0.000	0.000	0.000	0.000	13.189	0.000	86.422	12.649	0.000	0.000	0.000	1.000	0.000	13.945	0.000	8.000	Active	Active
CCOCCN1CCN(CC(O)c2cc(Cl)ccc2Cl)CC1	LEO154466A	LEO154466A	CCOCCN1CCN(CC(O)c2cc(Cl)ccc2Cl)CC1	0.000	3.070	0.000	0.000	2.646	23.202	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.808	0.000	0.000	347.286	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	12.125	0.000	0.000	0.000	0.000	35.940	9.800	0.000	0.000	0.000	0.000	0.000	1.788	0.000	5.107	0.000	323.094	0.000	15.949	10.597	2.681	0.000	1.000	0.000	0.000	1.000	0.000	0.000	124.000	0.000	0.000	0.000	-0.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	23.202	27.939	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	18.591	18.199	10.045	0.000	67.389	4.737	0.000	1.000	0.000	6.000	0.000	2.000	465.459	142.109	0.000	3.969	0.000	9.800	0.000	9.843	17.986	52.482	5.372	9.062	18.199	4.548	0.000	0.000	0.000	22.153	0.000	6.104	0.000	13.028	90068.820	0.000	0.000	0.000	0.000	6.924	0.000	45.938	1.000	0.000	0.000	0.000	0.000	5.521	6.364	22.000	0.000	4.000	0.000	0.000	0.000	0.000	35.931	0.000	0.000	0.000	0.000	4.000	7.753	61.484	25.123	23.202	0.000	0.000	0.000	9.800	9.843	0.000	8.509	1.000	0.000	0.000	0.000	0.000	12.972	0.000	90.795	12.711	0.000	0.000	0.000	2.000	0.000	14.484	0.000	7.000	Inactive	Inactive
N#CCC(=O)N[C@H]1C[C@]12CCCN(c1ncnc3[nH]ccc13)C2	LEO137775A	LEO137775A	N#CCC(=O)N[C@H]1C[C@]12CCCN(c1ncnc3[nH]ccc13)C2	1.000	3.772	0.000	0.000	3.772	22.758	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	310.361	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	97.700	25.169	0.000	0.000	5.907	0.000	24.213	1.515	0.000	4.795	0.000	292.217	0.000	15.864	11.216	0.865	0.000	0.000	0.000	1.000	0.000	0.000	0.000	118.000	0.000	0.000	0.000	-2.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.262	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	16.746	25.683	18.591	0.000	10.217	39.990	4.795	0.000	0.000	1.000	7.000	2.000	4.000	793.210	133.263	1.000	4.919	0.000	20.269	5.262	4.795	14.003	17.989	2.401	5.230	6.327	4.919	6.069	0.000	23.785	0.000	0.000	0.000	0.000	31.725	323152.469	0.000	5.415	3.000	1.000	18.332	0.000	49.203	2.000	0.000	0.000	0.000	0.000	6.484	6.484	23.000	0.000	5.000	0.000	0.000	0.000	0.000	52.750	1.000	0.000	0.000	0.000	7.000	7.911	30.743	25.329	0.000	0.000	5.262	9.968	4.795	15.201	0.000	7.911	0.000	0.000	0.000	0.000	1.000	12.749	0.000	84.979	11.455	0.000	0.000	0.000	4.000	0.000	12.749	0.000	4.000	Inactive	Inactive
CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	ZZA47041A	ZZA47041A	CN(Cc1cnc2[nH]c(=N)[nH]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	1.000	3.070	0.000	0.000	3.070	34.697	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	2.000	0.000	52.826	0.000	0.000	454.447	0.000	0.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	212.000	25.253	11.939	5.907	0.000	16.753	11.559	1.687	0.000	19.490	0.000	432.271	0.000	24.121	15.634	-1.035	0.000	0.000	0.000	3.000	0.000	0.000	0.000	172.000	0.000	0.000	0.000	-4.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15.925	5.687	0.000	2.000	7.000	0.000	0.000	0.000	11.164	0.000	10.819	28.894	30.462	0.000	21.323	61.084	16.134	0.000	0.000	0.000	13.000	5.000	3.000	1314.520	185.722	1.000	4.772	0.000	25.253	10.819	24.597	23.120	11.948	5.782	9.720	25.377	4.772	0.000	0.000	29.511	23.403	0.000	23.888	0.000	25.428	15580632.000	0.000	0.000	4.000	2.000	4.900	0.000	5.687	7.000	0.000	0.000	12.133	0.000	7.258	7.258	33.000	0.000	8.000	0.000	0.000	0.000	0.000	93.000	0.000	0.000	0.000	0.000	13.000	9.778	24.719	30.686	0.000	0.000	0.000	14.762	20.408	30.398	0.000	9.778	0.000	0.000	0.000	0.000	1.000	17.546	0.000	115.122	18.436	0.000	0.000	0.000	3.000	0.000	17.546	0.000	10.000	Inactive	Inactive
CCN1C(=O)C2(SC(=NC(C)=O)NN2C(C)=O)c2c(Cl)ccc(C)c21	LEO154396A	LEO154396A	CCN1C(=O)C2(SC(=NC(C)=O)NN2C(C)=O)c2c(Cl)ccc(C)c21	3.000	4.918	0.000	0.000	3.210	51.939	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	28.282	0.000	1.000	380.857	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	7.483	1.000	0.000	0.000	0.000	82.080	10.418	0.000	5.907	16.685	5.168	0.000	2.312	0.000	14.384	0.000	363.721	0.000	18.516	11.734	2.170	0.000	0.000	0.000	3.000	0.000	0.000	0.000	132.000	1.000	0.000	0.000	-2.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.363	11.601	5.687	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	6.924	31.898	17.125	5.023	10.326	34.443	19.255	0.000	0.000	0.000	9.000	1.000	3.000	840.914	153.915	3.000	4.129	0.000	10.435	0.000	14.384	17.753	11.445	2.428	6.031	10.966	5.677	0.000	0.000	16.982	22.818	1.000	10.778	0.000	32.566	382376.375	0.000	4.992	0.000	0.000	19.914	0.000	17.325	1.000	0.000	0.000	18.856	0.000	5.786	7.374	25.000	0.000	4.000	0.000	0.000	0.000	0.000	57.045	0.000	0.000	1.000	0.000	7.000	7.709	30.978	37.239	17.667	0.000	4.992	5.009	19.809	4.900	0.000	8.903	0.000	0.000	0.000	0.000	2.000	14.214	0.000	97.257	5.687	0.000	0.000	0.000	3.000	0.000	15.787	0.000	3.000	Inactive	Inactive
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1	LEO132476A	LEO132476A	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1	2.000	2.853	0.000	0.000	2.629	34.914	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.825	0.000	0.000	482.821	0.000	1.000	0.000	0.000	0.000	2.000	0.000	0.000	5.539	2.000	0.000	0.000	0.000	92.350	20.934	12.207	5.907	0.000	0.000	23.010	1.684	0.000	27.151	0.000	467.701	0.000	24.173	15.562	5.689	0.000	0.000	0.000	2.000	1.000	0.000	3.000	172.000	0.000	0.000	0.000	-3.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.601	16.338	33.731	11.499	0.000	3.000	0.000	0.000	0.000	0.000	0.000	5.817	16.052	54.728	5.023	20.687	23.970	6.176	0.000	0.000	0.000	12.000	3.000	1.000	1204.368	189.277	3.000	4.145	0.000	10.301	0.000	31.888	23.796	17.681	6.101	9.736	0.000	4.475	11.499	0.000	28.568	6.066	0.000	34.518	0.000	6.176	14268669.000	0.000	0.000	1.000	0.000	0.000	0.000	12.133	3.000	0.000	0.000	43.576	0.000	6.471	6.878	33.000	0.000	4.000	0.000	0.000	53.249	0.000	43.240	0.000	0.000	0.000	0.000	7.000	9.169	31.065	36.398	11.601	0.000	13.171	9.185	9.779	20.687	0.000	9.547	0.000	0.000	0.000	0.000	0.000	16.758	0.000	113.197	16.273	0.000	1.000	0.000	3.000	0.000	17.514	0.000	9.000	Active	Active
O=C(c1cccs1)C1C(c2cccc([N+](=O)[O-])c2)C2CSCN2C12C(=O)Nc1ccc(F)cc12	LEO154420A	LEO154420A	O=C(c1cccs1)C1C(c2cccc([N+](=O)[O-])c2)C2CSCN2C12C(=O)Nc1ccc(F)cc12	2.000	7.869	0.000	0.000	5.839	46.164	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	91.913	0.000	0.000	495.557	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	2.929	2.000	0.000	0.000	0.000	92.550	5.317	0.000	5.687	5.907	5.783	11.356	1.627	0.000	24.094	0.000	477.413	1.000	23.612	16.424	4.614	1.000	0.000	0.000	2.000	0.000	0.000	0.000	172.000	0.000	0.000	0.000	-3.080	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.099	0.000	15.765	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	21.849	26.716	59.977	0.000	5.317	39.185	10.333	0.000	0.000	0.000	10.000	1.000	2.000	1347.746	201.662	1.000	7.095	0.000	4.900	0.000	18.903	21.453	16.946	2.851	7.724	41.407	9.018	0.000	0.000	23.420	33.321	0.000	28.115	1.000	17.499	104369744.000	0.000	5.918	0.000	0.000	4.900	0.000	0.000	1.000	0.000	0.000	41.669	0.000	8.645	10.592	34.000	0.000	7.000	0.000	0.000	14.512	0.000	70.309	0.000	0.000	1.000	0.000	7.000	10.707	46.973	35.209	18.199	23.099	0.000	4.390	24.603	5.317	0.000	12.741	0.000	0.000	0.000	0.000	4.000	17.642	0.000	127.637	15.718	0.000	0.000	0.000	6.000	1.000	19.275	0.000	4.000	Inactive	Inactive
CN(CC1(O)CCCCC1)S(=O)(=O)N1CCN(c2cc[nH]c(=Nc3ccccc3)n2)CC12CC2	LEO120921A	LEO120921A	CN(CC1(O)CCCCC1)S(=O)(=O)N1CCN(c2cc[nH]c(=Nc3ccccc3)n2)CC12CC2	0.000	7.111	0.000	0.000	5.329	21.715	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	48.213	0.000	0.000	486.642	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	-3.664	1.000	0.000	0.000	0.000	105.130	19.860	0.000	10.209	5.618	0.000	5.818	1.312	0.000	13.524	0.000	452.370	0.000	23.813	16.297	1.687	0.000	1.000	0.000	0.000	0.000	0.000	0.000	184.000	0.000	0.000	0.000	-2.270	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.505	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	44.946	47.587	0.000	10.518	76.469	10.209	0.000	1.000	0.000	10.000	1.000	5.000	1172.449	200.885	0.000	7.244	0.000	18.578	0.000	13.524	23.471	38.127	4.769	9.068	11.353	9.287	0.000	0.000	6.545	38.094	1.000	21.349	0.000	56.086	82932312.000	0.000	4.992	2.000	1.000	42.595	0.000	43.609	2.000	0.000	0.000	4.305	0.000	9.985	11.945	34.000	0.000	6.000	0.000	0.000	30.138	0.000	48.943	0.000	0.000	0.000	0.000	9.000	12.169	39.424	43.882	37.462	0.000	22.012	4.992	0.000	14.990	0.000	13.566	0.000	0.000	0.000	0.000	0.000	19.728	0.000	131.154	16.827	0.000	0.000	0.000	5.000	0.000	20.544	0.000	6.000	Active	Active
CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S	LEO154314A	LEO154314A	CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S	1.000	2.933	0.000	0.000	1.598	40.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52.952	0.000	0.000	275.398	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.500	0.000	0.000	0.000	0.000	20.310	0.000	0.000	5.907	0.000	0.000	4.321	2.094	0.000	4.795	0.000	262.294	0.000	12.958	8.720	3.464	0.000	0.000	0.000	1.000	0.000	0.000	0.000	92.000	0.000	0.000	0.000	-1.390	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23.980	12.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.076	0.000	0.000	12.487	47.389	0.000	0.000	21.672	4.795	0.000	0.000	0.000	4.000	0.000	1.000	519.855	116.369	1.000	2.526	0.000	4.900	0.000	4.795	13.051	6.545	2.888	5.977	4.900	3.922	0.000	0.000	5.907	15.770	1.000	0.000	0.000	6.924	16271.573	0.000	0.000	0.000	0.000	55.484	0.000	5.563	0.000	0.000	0.000	11.762	0.000	3.718	5.394	18.000	0.000	3.000	0.000	2.000	0.641	0.000	33.526	0.000	0.000	1.000	0.000	2.000	5.692	6.545	18.563	66.464	0.000	0.000	0.000	9.694	0.000	0.000	6.916	0.000	0.000	0.000	0.000	0.000	9.998	0.000	81.135	4.905	0.000	0.000	0.000	2.000	0.000	11.631	0.000	3.000	Inactive	Inactive
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC(F)=C5CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	ZZA46248A	ZZA46248A	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC(F)=C5CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	2.000	8.395	0.000	0.000	8.395	11.566	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.400	0.000	0.000	436.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	93.060	0.000	0.000	0.000	0.000	17.171	18.217	1.615	0.000	19.802	4.390	403.256	0.000	22.560	14.393	2.848	0.000	2.000	0.000	2.000	2.000	0.000	0.000	172.000	0.000	0.000	0.000	-1.150	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.474	4.390	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	28.584	66.220	11.400	0.000	0.000	51.983	19.063	0.000	0.000	0.000	7.000	0.000	0.000	881.295	181.718	0.000	9.469	0.000	0.000	0.000	33.666	21.683	6.607	2.576	6.461	13.847	9.469	0.000	0.000	42.205	31.256	0.000	46.816	2.000	89.816	7509644.500	0.000	28.584	0.000	0.000	13.847	0.000	0.000	2.000	0.000	0.000	0.000	0.000	11.367	11.367	31.000	0.000	6.000	0.000	2.000	15.428	0.000	62.406	0.000	0.000	0.000	0.000	6.000	11.494	24.677	61.852	13.847	0.000	0.000	4.390	9.589	19.687	0.000	11.494	2.000	0.000	0.000	0.000	7.000	18.742	0.000	108.395	12.208	0.000	0.000	0.000	5.000	0.000	18.742	0.000	2.000	Active	Active
